Topic,Count,Name,Representation,Representative_Docs
108,23,108_chuva_imaginando_arroz_clima,"['chuva', 'imaginando', 'arroz', 'clima', 'guarda', 'batia', 'implacável', 'levada', 'bão', 'molha']","['Já tava imaginando nós dois na chuva de arroz', 'Tô aqui na frente, imaginando chuva de arroz na gente!', 'Já tava imaginando nós na chuva de arroz']"
109,23,109_onde_aonde_amigo_teu,"['onde', 'aonde', 'amigo', 'teu', 'guardar', 'leão', 'flor', 'filho', 'anda', 'parar']","['Onde você está, eu estou, oh', 'Onde estará?', 'Onde cê tava?']"
110,22,110_paixão_rola_indefinido_caso,"['paixão', 'rola', 'indefinido', 'caso', 'falamos', 'prisioneiro', 'descobriu', 'cela', 'tona', 'encanto']","['Por ela carregava uma paixão', 'Mas a paixão', 'Mas a paixão']"
111,22,111_fogo_fumaça_gasolina_apaga,"['fogo', 'fumaça', 'gasolina', 'apaga', 'cinzeiro', 'brasa', 'apagou', 'cigarro', 'acende', 'orelha']","['Temporal apaga o fogo', 'Só que não apaga o fogo', 'Quem vai te queimar no meu fogo?']"
112,22,112_linda_beleza_sobrenome_bonita,"['linda', 'beleza', 'sobrenome', 'bonita', 'bonito', 'entra', 'tão', 'lindo', 'desarrumada', 'senhores']","['Cê entra com a beleza e eu com o sobrenome (vai!)Ah-ah-ah, pensa nos fio bonito que a gente vai dar', 'Pessoalmente é mais linda ainda', 'Atrasadinha, mas tava linda']"
113,22,113_pessoa_outra_outros_saiba,"['pessoa', 'outra', 'outros', 'saiba', 'personalidades', 'conheça', 'complicado', 'aposto', 'outro', 'várias']","['E por mais que eu saiba que cê tem outra pessoa', 'Já tem até outra pessoa', 'Que já tinha outra pessoa']"
114,22,114_luz_vela_apaga_acende,"['luz', 'vela', 'apaga', 'acende', 'show', 'jantar', 'faísca', 'desliga', 'nível', 'luar']","['E luz acende e luz apaga', 'Só a luz da', 'E abrigar sobre a luz']"
115,21,115_dez_paga_pago_paguei,"['dez', 'paga', 'pago', 'paguei', 'cobrar', 'dinheiro', 'pagar', 'rico', 'pagando', 'ganhe']","['Vai ter dia que você só vai tá dez por cento', 'Tomei logo umas dez, cê viu?', 'No brinco, eu paguei dez']"
116,21,116_mundo_tomou_tudo_todas,"['mundo', 'tomou', 'tudo', 'todas', 'sumindo', 'mudança', 'serão', 'cd', 'what', 'todos']","['Todo mundo (só queria que você soubesse)Todo mundo, todo mundo vê', 'Todo mundo', 'Todo mundo (que toda minha mudança é genuína)Todo mundo, todo mundo vê (genuinamente por você)Todo mundo, menos você']"
117,20,117_filme_cinema_filmes_edredom,"['filme', 'cinema', 'filmes', 'edredom', 'dane', 'entrada', 'põe', 'romance', 'assistir', 'combinado']","['De pipoca e filme todo fim de semana', 'Passa um filme na cabeça', 'Pra ver um filme lá em casa']"
118,20,118_perdoar_perdão_possa_ladrão,"['perdoar', 'perdão', 'possa', 'ladrão', 'perdoada', 'desculpar', 'escolho', 'perdoa', 'mereço', 'curar']","['Se eu te perdoar, como que eu me perdoo?', 'Cê vai me perdoar', 'Eu vou te perdoar']"
119,20,119_paz_guerra_terminando_profundo,"['paz', 'guerra', 'terminando', 'profundo', 'traga', 'sossego', 'perturbando', 'darei', 'novamente', 'desses']","['Quero a minha paz', 'A paz, o amor de', 'Paz e amor']"
120,20,120_conversar_conversa_falamos_acertar,"['conversar', 'conversa', 'falamos', 'acertar', 'forças', 'precisamos', 'juntando', 'árvore', 'vários', 'internet']","['Vamos conversar', 'E vamos conversar', 'Vamos conversar']"
121,20,121_muda_mudar_mudou_maneira,"['muda', 'mudar', 'mudou', 'maneira', 'depende', 'mudança', 'trocado', 'tal', 'valer', 'corre']","['Que muda de pessoa, igual muda de roupa', 'Que um sentimento muda tudo, muda o mundo', 'Muda demais']"
122,20,122_sol_nascer_brilhar_amanhecer,"['sol', 'nascer', 'brilhar', 'amanhecer', 'iluminar', 'ilumina', 'horizonte', 'amanheceu', 'can', 'olhou']","['Sol nascer', 'Sol nascer', 'Sol nascer']"
123,20,123_adeus_tchau_despedir_despedida,"['adeus', 'tchau', 'despedir', 'despedida', 'indo', 'bilhete', 'menina', 'encontrei', 'canção', 'explicar']","['Adeus,', 'Adeus', 'Eu que disse adeus']"
124,19,124_manda_tira_bota_cidade,"['manda', 'tira', 'bota', 'cidade', 'rodou', 'louco', 'nessa', 'quem', 'chapelão', 'vizinha']","['Girou, rodou, rodou', 'Tira e bota, bota e tira, tira e bota, tira', 'Chapelão(Quem manda, quem manda, quem manda, quem manda)(Quem manda nessa cidade, quem manda nessa cidade)(Quem manda nessa cidade)Hoje tem rodeio na cidade vizinha, vou lá']"
125,19,125_infiel_meu__,"['infiel', 'meu', '', '', '', '', '', '', '', '']","['Ô, ô', 'Ô meu', 'Iê-ê-ê, infiel']"
126,19,126_topa_anotou_mistério_como,"['topa', 'anotou', 'mistério', 'como', 'adiantou', 'resolve', 'sumir', 'hein', 'aconteceu', 'viu']","['E aí, cê topa?', 'Que mistério cê tem?', 'E resolve sumir?']"
127,19,127_pior_disfarça_modão_feia,"['pior', 'disfarça', 'modão', 'feia', 'parte', 'estrago', 'tocando', 'pôr', 'nasce', 'resto']","['E a pior parte vai ser minha por não resistir', 'Mas ainda não sei o que é pior', 'Bem pior que eu, você']"
128,18,128_mensagem_manda_preferida_postal,"['mensagem', 'manda', 'preferida', 'postal', 'receber', 'sinal', 'recado', 'caixa', 'mandando', 'ligação']","['Do nada, mensagem visualizada', 'Mas, respondendo sua mensagem', 'Você tá a uma mensagem']"
129,18,129_café_saiu_taça_jantar,"['café', 'saiu', 'taça', 'jantar', 'ilumina', 'levantou', 'besteira', 'comer', 'faça', 'moça']","['É que a gente só saiu pra jantar e ficou pro café', 'A gente saiu e ficou pro café', 'Café e amor']"
130,18,130_espelho_travesseiro_descer_teu,"['espelho', 'travesseiro', 'descer', 'teu', 'olhos', 'experimenta', 'olhando', 'foto', 'escrever', 'marca']","['Me olhando no espelho', 'Não me aceitaria olhando no espelho', 'Ah, se esse espelho mostrasse, você aqui']"
131,18,131_solidão_abraça_arde_pós,"['solidão', 'abraça', 'arde', 'pós', 'companheira', 'risca', 'traumático', 'término', 'sujeito', 'invade']","['A saudade e a solidão', 'Nas garras da solidão', 'E o que era solidão']"
132,18,132_ex_seja_puxado_compara,"['ex', 'seja', 'puxado', 'compara', 'virou', 'opção', 'conheci', 'sabem', 'tentou', 'pegando']","['Cê foi embora pra ser ex, seja ex', 'Que quando fala ex', 'Porque seu ex agora não quer ser mais ex']"
133,18,133_raiva_cega_auge_brava,"['raiva', 'cega', 'auge', 'brava', 'tristeza', 'hora', 'muita', 'morrendo', 'jogar', 'lado']","['Você com raiva, me atacando', 'Oh, raiva', 'Eu tenho raiva de você']"
134,18,134_provar_futebol_pensa_encontrou,"['provar', 'futebol', 'pensa', 'encontrou', 'avisa', 'viciei', 'trocou', 'fingiu', 'descobrir', 'merecer']","['Eu achei sem procurar, viciei só de provar', 'Mas tô aqui pra provar', 'Foi para te provar']"
135,17,135_sim_diga_realidade_acha,"['sim', 'diga', 'realidade', 'acha', 'sério', 'pois', 'causa', 'talvez', 'certeza', 'ou']","['Sim', 'Sim ou não?', 'Diga sim, diga sim, sim pra mim']"
136,17,136_perguntar_perguntando_pergunta_pedindo,"['perguntar', 'perguntando', 'pergunta', 'pedindo', 'perguntas', 'pergunto', 'garçom', 'monte', 'boba', 'pergunte']","['E se perguntar:', 'E te perguntar', 'Se alguém me perguntar:']"
137,16,137_acreditar_acho_acredito_sim,"['acreditar', 'acho', 'acredito', 'sim', 'penso', 'acreditando', 'acredita', 'motivos', 'fato', 'mil']","['Cê vai acreditar', 'E eu acho que sim', 'Eu acho que sim']"
138,16,138_ligar_chame_número_ligando,"['ligar', 'chame', 'número', 'ligando', 'pegar', 'nome', 'resisto', 'bio', 'nego', 'ligação']","['Não precisa ligar mais', 'Ainda não me chame de meu nego', 'Não tá na hora de me ligar']"
139,16,139_dia_chegou_certo_hoje,"['dia', 'chegou', 'certo', 'hoje', 'belo', 'cuiabá', 'esse', 'revirando', 'mete', 'chegar']","['É esse dia aí, justamente esse dia', 'Esse dia chegou, acabou de chegar', 'Que um dia eu iria esquecer, esse dia chegou, acabou de chegar']"
140,16,140_família_salvo_visito_juntar,"['família', 'salvo', 'visito', 'juntar', 'salvou', 'imaginar', 'pais', 'bonita', 'peço', 'futuro']","['Já que desonrei nossa família', 'A minha família', 'Família']"
141,16,141_pedi_falei_perguntava_respondo,"['pedi', 'falei', 'perguntava', 'respondo', 'sl', 'respondi', 'chamava', 'envio', 'doido', 'logo']","['Quando eu perguntava, me chamava de doido', 'Eu pedi pra', 'Quando eu pedi alguém pra']"
142,16,142_tanque_troquei_of_peão,"['tanque', 'troquei', 'of', 'peão', 'cheio', 'espuma', 'cobiçada', 'chamam', 'banheira', 'lençol']","['Troquei de lençol, troquei de colchão', 'De tanque cheio a bodona', 'SL)De tanque cheio a bodona']"
143,16,143_ciúme_ciúmes_nela_bate,"['ciúme', 'ciúmes', 'nela', 'bate', 'excesso', 'coloque', 'gaveta', 'guardo', 'lidar', 'amargo']","['Ciúme demais faz a gente sofrer', 'Com ciúme do que nunca foi meu', 'Não pode ter ciúme, não pode ter ciúme']"
144,16,144_quarto_sala_lugares_cabe,"['quarto', 'sala', 'lugares', 'cabe', 'apartamento', 'dois', 'grande', 'quadro', 'rádio', 'pijama']","['O quarto é grande, mas não cabe sentimento', 'O quarto é grande mas não cabe sentimento', 'Hora no quarto, hora na sala']"
145,15,145_sabendo_falho_fraco_mesmo,"['sabendo', 'falho', 'fraco', 'mesmo', 'imperfeito', 'fraqueza', 'incapaz', 'ultimamente', 'força', 'fraca']","['Mesmo sabendo que eu falho sou, porque me', 'Mesmo sabendo que, eu falho sou, porque me', 'Mesmo sabendo que, eu falho sou, porque me']"
146,15,146_mulher_segura_graça_acham,"['mulher', 'segura', 'graça', 'acham', 'senhora', 'mulheres', 'supera', 'gritar', 'tratar', 'sobrando']","['Mulher tem demais no mundo', 'Mulher', 'M de mulher, de mulher']"
147,15,147_chapéu_bota_cowgirl_usa,"['chapéu', 'bota', 'cowgirl', 'usa', 'couro', 'mel', 'pras', 'gostosin', 'normal', 'chanel']","['Que tem o mel(As cowgirl) que usa bota, fivela e chapéu', 'Não esqueçam de botar as esporas e o chapéu', 'Bota, fivela e chapéu']"
148,15,148_percebo_especial_mostra_vejo,"['percebo', 'especial', 'mostra', 'vejo', 'enxerga', 'veja', 'posso', 'that', 'all', 'toque']","['Eu vejo um toque especial', 'E é aí que eu percebo', 'É aí que eu percebo']"
149,15,149_pensando_pensava_acordo_penso,"['pensando', 'pensava', 'acordo', 'penso', 'resisto', 'dias', 'pensar', 'pensa', 'sessenta', 'vivia']","['Passei o dia todo pensando em você, ê, ê', 'Trinta dias que eu acordo pensando em você', 'Tem dias que eu acordo pensando em você']"
150,15,150_azar_varanda_maria_tenta,"['azar', 'varanda', 'maria', 'tenta', 'dele', 'minha', 'passado', 'meu', 'favor', 'minhas']","['Tem uma varanda que é minha e que é sua', 'Mas sei que o azar é meu', 'Que azar o meu']"
151,15,151_decisão_escolha_planos_escolheu,"['decisão', 'escolha', 'planos', 'escolheu', 'senhor', 'maiores', 'escolhas', 'ação', 'escolho', 'romance']","['Que essa decisão que você tomou você pensou bem', 'Você que vai tomar a decisão', 'É uma decisão']"
152,15,152_anjo_humano_risada_suave,"['anjo', 'humano', 'risada', 'suave', 'ou', 'fui', 'cantar', 'pensei', 'vão', 'ti']","['Não sei, se é ser humano ou se é um anjo', 'Porque eu sou seu anjo', 'Tem a pureza de um anjo querubim']"
153,15,153_chão_espalhou_pareço_coloque,"['chão', 'espalhou', 'pareço', 'coloque', 'pedacinho', 'quica', 'pé', 'roupas', 'sapato', 'caindo']","['E vi suas coisas jogadas no chão', 'Brotando no chão', 'E as folhas caídas no chão']"
154,14,154_sol_matheus_amado_,"['sol', 'matheus', 'amado', '', '', '', '', '', '', '']","['Sol', 'Sol', 'Sol']"
155,14,155_morrer_morre_morreu_prazer,"['morrer', 'morre', 'morreu', 'prazer', 'afogado', 'moer', 'come', 'plantou', 'preparado', 'fome']","['E só morrer de prazer', 'Quando eu morrer, coloquem em meu caixão', 'Cê vai querer morrer']"
156,14,156_antes_before_magoar_sinta,"['antes', 'before', 'magoar', 'sinta', 'trair', 'primeiros', 'it', 'início', 'sumir', 'aparecer']","['Mas antes de ir embora', 'Antes de ir embora', 'Antes da gente']"
157,14,157_odeia_ódio_odiar_odeio,"['odeia', 'ódio', 'odiar', 'odeio', 'puro', 'balanço', 'arrumou', 'costume', 'naquele', 'cara']","['Cuspa o ódio que os seus olhos têm de mim', 'Sou a pessoa que odeia, mas quer bem aí', 'Me odeia']"
158,14,158_história_existem_relatos_independente,"['história', 'existem', 'relatos', 'independente', 'guarda', 'escrever', 'atenção', 'novela', 'acredita', 'cena']","['Essa história é verídica', 'Invente uma história', 'É uma história que se complicou']"
159,14,159_receba_conta_cuida_contou,"['receba', 'conta', 'cuida', 'contou', 'palavra', 'diga', 'teve', 'fez', 'briga', 'falando']","['E conta pra ele o que você fez', 'Conta pra ele o que você fez', 'Por isso, receba essa palavra sobre você']"
160,14,160_chuveiro_banho_banheiro_aberta,"['chuveiro', 'banho', 'banheiro', 'aberta', 'ida', 'palco', 'embaixo', 'acalmar', 'escutando', 'tomando']","['O chuveiro já sabe que o vidro embaça', 'No chuveiro quente', 'Não disputar espaço no chuveiro']"
161,14,161_voar_voando_vim_asas,"['voar', 'voando', 'vim', 'asas', 'arrasta', 'valorizando', 'voei', 'aprendi', 'deixando', 'vento']","['E só depois me deixou voar', 'Cê me deixou voar', 'Eu vou deixar você voar']"
162,14,162_metade_defeito_cinquenta_metades,"['metade', 'defeito', 'cinquenta', 'metades', 'encontra', 'cento', 'basta', 'outra', 'ausência', 'encontro']","['Que é você a minha outra metade', 'Só metade do seu:', 'A metade é sua']"
163,14,163_alô_bom_doer_bebê,"['alô', 'bom', 'doer', 'bebê', 'prazer', 'consigo', 'dia', 'bem', 'muito', 'esquecer']","['Alô, alô, alô, fala comigo', 'Alô!', 'Alô porteiro']"
164,13,164_perigo_risco_sentar_gostam,"['perigo', 'risco', 'sentar', 'gostam', 'salvo', 'proteger', 'manter', 'sofre', 'bastante', 'entro']","['Traz o seu perigo', 'Elas gostam de sentar no perigo', 'Elas gosta de sentar no perigo']"
165,13,165_cá_viva_prova_rolê,"['cá', 'viva', 'prova', 'rolê', 'cachorro', 'somos', 'caso', 'mar', 'filhos', 'ex']","['Você de lá e eu de cá', 'E você de lá e eu de cá', 'Nesse caso, eu e você somos a prova viva']"
166,13,166_última_vez_juramos_passada,"['última', 'vez', 'juramos', 'passada', 'ligar', 'acontece', 'reparou', 'dê', 'último', 'tesão']","['É a última vez', 'Porque da última vez que te vi', 'E é a última vez que eu vou falar']"
167,13,167_desespero_decepção_transformar_palhaço,"['desespero', 'decepção', 'transformar', 'palhaço', 'couro', 'começo', 'canção', 'pessoas', 'combina', 'acontecer']","['Veio o desespero', 'Olha o meu desespero', 'É desespero']"
168,13,168_jogava_papel_joga_tocando,"['jogava', 'papel', 'joga', 'tocando', 'jogar', 'ar', 'ladrão', 'ansioso', 'playlist', 'time']","['Quando alguém pulava papel ele jogava', 'Quando alguém marchava papel ele jogava', 'Quando alguém corria papel ele jogava']"
169,13,169_casando_espírito_quadro_seguinte,"['casando', 'espírito', 'quadro', 'seguinte', 'amanhã', 'marchar', 'comprar', 'namoro', 'pular', 'menino']","['Amanhã na igreja quando alguém marchar', 'No dia seguinte na igreja o menino chegou', 'Agora o nosso quadro casando na igreja']"
170,13,170_muitas_resto_muito_tanto,"['muitas', 'resto', 'muito', 'tanto', 'grave', 'faz', 'lauana', 'bastante', 'feio', 'algo']","['E o resto tanto faz', 'E o resto tanto faz, tanto faz', 'Muitas, muitas, muitas vezes']"
171,13,171_liberdade_média_pego_consegui,"['liberdade', 'média', 'pego', 'consegui', 'minhas', 'tento', 'ando', 'sair', 'mala', 'passo']","['Cê só tá com vontade de ver minha liberdade dando ré', 'Tenho tanta liberdade', 'É, eu consegui a liberdade de poder chegar e sair']"
172,13,172_emburrada_contar_rindo_humor,"['emburrada', 'contar', 'rindo', 'humor', 'brincadeira', 'chata', 'why', 'acertou', 'chamava', 'can']","['I can feel their laughter, so why do', 'Com humor ou emburrada', 'Se eu contar piada pro seu pai, ele vai cair no riso(E aí?)Sua amiga mais chata vai falar que agora acertou']"
173,13,173_caipirinha_jet_rachando_ski,"['caipirinha', 'jet', 'rachando', 'ski', 'solzão', 'brenno', 'descendo', 'fernando', 'salvador', 'paulo']","['Não largo dessa viola, porque sou bom brasileiro', 'Solzão rachando, as caipirinha e jet-ski(Brasil) (vai descendo!)', 'Solzão rachando, as caipirinha e jet-ski(Brasil) (vai descendo!)Brenno (Brenno) e']"
174,13,174_lembro_nem_guardar_seguinte,"['lembro', 'nem', 'guardar', 'seguinte', 'stories', 'voei', 'recordar', 'lembrar', 'tirei', 'obrigado']","['Eu já nem lembro mais', 'Eu nem me lembro mais', 'Eu nem me lembro mais']"
175,12,175_diga_faltou_silêncio_orgulho,"['diga', 'faltou', 'silêncio', 'orgulho', 'pedido', 'promete', 'possível', 'coragem', 'dessa', 'melhor']","['Faltou coragem pra dizer que não', 'Diga não, não pro seu orgulho', 'Diga não, diga não, diga não']"
176,12,176_relação_relacionamento_nossa_explica,"['relação', 'relacionamento', 'nossa', 'explica', 'amizade', 'misturando', 'falha', 'satisfação', 'antigo', 'romance']","['Em uma relação', 'Será que alguém explica a nossa relação?', 'Será que alguém explica a nossa relação']"
177,12,177_caminhos_proibido_vagabundo_vossos,"['caminhos', 'proibido', 'vagabundo', 'vossos', 'marca', 'conheceu', 'virando', 'dizem', 'aceito', 'queira']","['Ó, que que cê fez comigo eu não sei, mas eu tô proibido de ser eu', 'Dizem que todo homem é vagabundo (é vagabundo)Eu não sou (eu não sou), eu não sou (eu não sou)Se existe alguém fiel nesse mundo', 'Nem os vossos caminhos são os meus caminhos, diz o senhor']"
178,12,178_sorte_disfarçada_serviço_verdadeiro,"['sorte', 'disfarçada', 'serviço', 'verdadeiro', 'meia', 'nossa', 'dessa', 'minha', 'pessoa', 'cara']","['Sorte a minha, sorte a nossa', 'Minha sorte é você existir', 'Você é a sorte e o sortudo sou eu']"
179,12,179_palavras_responde_infeliz_instante,"['palavras', 'responde', 'infeliz', 'instante', 'tantas', 'mil', 'nenhum', 'tentei', 'dizendo', 'entender']","['Já não me alcançam as palavras, não', 'Palavras artificiais', 'As palavras acabaram se enrolando']"
180,12,180_goiânia_dicen_fiz_tanto,"['goiânia', 'dicen', 'fiz', 'tanto', 'ou', 'um', '', '', '', '']","['Tanto fiz', 'Dicen', 'Goiânia?']"
181,12,181_doido___,"['doido', '', '', '', '', '', '', '', '', '']","['RSQ', 'O', 'Doido']"
182,11,182_calma_caramba_paz_confortável,"['calma', 'caramba', 'paz', 'confortável', 'achou', 'silêncio', 'pedindo', 'dói', 'vira', 'volta']","['Calma, amor', 'Calma!', 'A suspirada calma']"
183,11,183_calor_quente_necessito_gelado,"['calor', 'quente', 'necessito', 'gelado', 'clima', 'corpo', 'apagar', 'frio', 'momento', 'gosta']","['No calor de um momento', 'Só gosta do calor', 'Preciso do seu calor']"
184,11,184_dizendo_cismou_via_comentário,"['dizendo', 'cismou', 'via', 'comentário', 'contato', 'falava', 'bateu', 'diferente', 'peito', 'seu']","['Dizendo:', 'Dizendo:', 'Dizendo, em seu aboio:']"
185,11,185_passei_fiquei_doce_também,"['passei', 'fiquei', 'doce', 'também', 'gostei', 'superei', 'passageiro', 'peguei', 'trouxe', 'rapaz']","['Eu já peguei, gostei, fiquei', 'É que eu também passei', 'Também passei']"
186,11,186_cavalo_pasto_boi_poço,"['cavalo', 'pasto', 'boi', 'poço', 'retrato', 'ligeiro', 'pulando', 'pelo', 'marcha', 'chamei']","['Pelo meu cavalo', 'Meu cavalo é um colosso', 'Meu cavalo eu sarvei']"
187,11,187_escutar_escuta_escute_cansou,"['escutar', 'escuta', 'escute', 'cansou', 'ouvindo', 'antes', 'paciência', 'desligar', 'preparado', 'peço']","['Pra se entregar de novo, tem que escutar', 'Se você já cansou de escutar', 'Se você já cansou de escutar']"
188,11,188_desejo_acalma_único_calor,"['desejo', 'acalma', 'único', 'calor', 'acabar', 'meu', 'for', 'muito', 'também', 'teu']","['Eu desejo', 'Satisfiz o meu desejo', 'O meu desejo é imortal']"
189,11,189_lua_luan_eleison_,"['lua', 'luan', 'eleison', '', '', '', '', '', '', '']","['Lua', 'Lua', 'Lua']"
