Topic,Count,Name,Representation,Representative_Docs
195,34,195_anseio_pesar_luto_longeagem,"['anseio', 'pesar', 'luto', 'longeagem', 'anoitecer', 'ausência', 'saudade', 'lutando', 'desencontros', 'desejo']","['• Anseio e saudade', '• Anseio e saudade', '• Anseio e saudade']"
196,34,196_longeza_saudoso_conformação_carícias,"['longeza', 'saudoso', 'conformação', 'carícias', 'pecados', 'medos', 'remorsos', 'beijos', 'saudade', 'desejos']","['Saudade e longeza', 'Saudade e Longeza', 'Saudade e longeza']"
197,34,197_fogo_razão_paixão_loucura,"['fogo', 'razão', 'paixão', 'loucura', 'entre', 'namoros', 'atrapo', 'paixões', 'verdadeira', 'passion']","['• Fogo de paixão', '• Fogo de paixão', 'Fogo da paixão']"
198,34,198_erros_erro_consequências_acidentes,"['erros', 'erro', 'consequências', 'acidentes', 'culpabilidades', 'aprendizados', 'deslizes', 'aprendizado', 'reconhecimento', 'confissão']","['• Reflexão sobre erros', '• Confusão e erros', '• Sofrimento por erros']"
199,33,199_dedicação_constante_longo_devotion,"['dedicação', 'constante', 'longo', 'devotion', 'devotamento', 'unidade', 'sacrifício', 'promessa', 'love', 'entrega']","['• Amor e dedicação', '• Amor e dedicação', '• Amor e Dedicação']"
200,33,200_nostalgia_especial_dia_saudade,"['nostalgia', 'especial', 'dia', 'saudade', 'saudades', 'lembrança', 'ou', 'melancolia', 'despedida', 'passado']","['5. Saudade e nostalgia', '4. Saudade e nostalgia', '4. Dia especial ou lembrança']"
201,33,201_subjects_describe_that_the,"['subjects', 'describe', 'that', 'the', 'topics', 'here', 'are', 'abordado', 'abordados', '']","['Here are the 5 topics that describe the subjects abordados:', 'Here are the 5 topics that describe the subjects abordados:', 'Here are the 5 topics that describe the subjects abordados:']"
202,33,202_trauma_ferida_dolorosa_traumáticas,"['trauma', 'ferida', 'dolorosa', 'traumáticas', 'traumatizado', 'cicatrização', 'traumas', 'dor', 'infantil', 'machucar']","['* Trauma e dor', '• Trauma e dor', 'Trauma e dor']"
203,33,203_perdição_perda_sofrimento_por,"['perdição', 'perda', 'sofrimento', 'por', '', '', '', '', '', '']","['5. Sofrimento e perda', '• Sofrimento e perda', '1. Sofrimento e perdição']"
204,33,204_prazer_satisfação_satisfações_prazeres,"['prazer', 'satisfação', 'satisfações', 'prazeres', 'sensual', 'pelo', 'momentâneo', 'persegução', 'cotidianos', 'reencontrar']","['* Satisfação e prazer', '• Satisfação e prazer', '• Satisfação e prazer']"
205,33,205_rejeição_tristeza_pesar_10,"['rejeição', 'tristeza', 'pesar', '10', 'decepção', 'frustração', 'sentimentos', 'desesperança', 'infelicidade', 'insatisfação']","['Desespero e Rejeição', 'Rejeição e desespero', 'Desespero e rejeição']"
206,33,206_dúvida_dúvidas_doubt_confusion,"['dúvida', 'dúvidas', 'doubt', 'confusion', 'inseguurança', 'confusão', 'incertezas', 'estranheza', 'self', 'certeza']","['• Confusão e dúvida', '• Confusão e dúvida', '• Confusão e dúvida']"
207,33,207_sinceridade_autenticidade_humildade_confissão,"['sinceridade', 'autenticidade', 'humildade', 'confissão', 'franqueza', 'sinceras', 'confissões', 'importância', 'coração', 'conversa']","['Autenticidade e sinceridade', '• Autenticidade e sinceridade', '• Autenticidade e sinceridade']"
208,32,208_compartilhadas_recordações_memórias_lembranças,"['compartilhadas', 'recordações', 'memórias', 'lembranças', 'fotos', 'partilhadas', 'descrição', 'melancholia', 'memória', 'internas']","['3. Memórias e recordações', '• Memórias e recordações', '* Recordações e memórias']"
209,32,209_individual_liberdade_pela_pessoal,"['individual', 'liberdade', 'pela', 'pessoal', 'luta', 'busca', 'por', '', '', '']","['Liberdade Individual', '• Liberdade individual', '• Liberdade individual']"
210,32,210_agonia_frustração_estresse_choro,"['agonia', 'frustração', 'estresse', 'choro', '14', 'conflito', 'sofrimento', 'sentimentos', 'dor', 'de']","['• Conflito e agonia', '• Conflito e agonia', '• Frustração e agonia']"
211,32,211_confort_conforto_alívio_relaxamento,"['confort', 'conforto', 'alívio', 'relaxamento', 'zona', 'consolo', 'sair', 'procura', 'tranquilidade', 'consolos']","['• Sair da zona de confort', '• Busca por alívio e conforto', '• Busca de alívio e conforto']"
212,32,212_transformação_transformações_transição_mudanças,"['transformação', 'transformações', 'transição', 'mudanças', 'deslocamento', 'mudança', 'transiência', 'anos', 'renascimento', 'aprendizado']","['Transformação e mudança', '• Mudança e transformação', '• Transformação e mudanças']"
213,32,213_longeio_longeamento_espera_ansiosa,"['longeio', 'longeamento', 'espera', 'ansiosa', 'longedec', '16', '12', 'saudade', 'saudades', 'desapego']","['Saudade e Longeio', 'Saudade e Longeio', '• Saudade e Longeio']"
214,32,214_características_amorosos_ocorrências_afeição,"['características', 'amorosos', 'ocorrências', 'afeição', 'amada', 'afetiva', 'sentimentais', 'afeto', 'amores', 'relacionamento']","['* Relacionamentos amorosos e sentimentos', 'Relacionamentos amorosos e sentimentos', '• Características da pessoa amada']"
215,32,215_frustração_desespero__,"['frustração', 'desespero', '', '', '', '', '', '', '', '']","['Desespero e frustração', 'Desespero e frustração', 'Desespero e frustração']"
216,32,216_desejo_paixão_fome_desejada,"['desejo', 'paixão', 'fome', 'desejada', 'desire', 'passion', 'intensivo', 'fogo', 'and', 'desenvolvimento']","['* Desejo e paixão', 'Desejo e paixão', 'Desejo e paixão']"
217,32,217_desejo_satisfeito_correspondido_insatisfação,"['desejo', 'satisfeito', 'correspondido', 'insatisfação', 'proibido', 'não', 'anseios', 'instinto', 'vazios', 'yearning']","['* Desejo não correspondido', 'Desejo não correspondido', 'Desejo não correspondido']"
218,32,218_convívio_convivio_amizade_confidências,"['convívio', 'convivio', 'amizade', 'confidências', 'animal', 'encontro', 'convivência', 'confort', 'laços', 'despedida']","['Amizade e convívio', 'Amizade e convívio', 'Amizade e Convívio']"
219,32,219_sobrevivência_resiliência_sobrevida_situações,"['sobrevivência', 'resiliência', 'sobrevida', 'situações', 'difíceis', 'hostil', 'sobreviver', 'reafirmar', 'resistência', 'meio']","['Sobrevivência', 'Sobrevivência', 'Sobrevivência']"
220,32,220_identidade_nome_ex_perda,"['identidade', 'nome', 'ex', 'perda', 'de', 'perder', 'ruptura', 'da', '', '']","['Perda de identidade', 'Perda de identidade', 'Perda de identidade']"
221,32,221_viver_margem_conviver_casa,"['viver', 'margem', 'conviver', 'casa', 'rua', 'vontade', 'pertencimento', 'de', 'para', 'luta']","['Vontade de viver', 'Vontade de viver', '• Vontade de viver']"
222,32,222_faz_me_aquilo_lembrar,"['faz', 'me', 'aquilo', 'lembrar', 'acredito', 'dentro', 'gostei', 'fez', 'está', 'acontecendo']","['Aquilo que me fez lembrar:', 'Aquilo que me faz lembrar', 'Aquilo que me faz lembrar de...']"
223,32,223_conflitos_conflito_tumultuoso_relacionamento,"['conflitos', 'conflito', 'tumultuoso', 'relacionamento', 'sociais', 'problemáticos', 'relacionamentos', 'relações', 'pessoal', 'luta']","['* Relacionamento e conflitos', '* Relacionamento e conflitos', '• Relacionamento e conflitos']"
224,32,224_resignação_desesperança_renúncia_abandono,"['resignação', 'desesperança', 'renúncia', 'abandono', 'solitude', 'lamento', 'despedida', 'desespero', 'tristeza', 'sofrimento']","['• Desespero e resignação', '• Desespero e resignação', '• Desespero e resignação']"
225,31,225_desespero_sofrimento__,"['desespero', 'sofrimento', '', '', '', '', '', '', '', '']","['Desespero e Sofrimento', 'Desespero e Sofrimento', 'Desespero e Sofrimento']"
226,31,226_morte_fatalidade_fatalismo_morrer,"['morte', 'fatalidade', 'fatalismo', 'morrer', 'destino', 'suicídio', 'inevitabilidade', 'enfrentamento', 'fim', 'legado']","['Morte e Perda', 'Morte e Perda', 'Morte e sofrimento']"
227,31,227_tristeza_desgosto_lágrimas_triste,"['tristeza', 'desgosto', 'lágrimas', 'triste', 'choro', 'acrídio', 'desânimo', 'superar', 'despeito', 'para']","['• Despedida e tristeza', 'Saudade e tristeza', 'Tristeza']"
228,31,228_melancholy_melancholia_melancolia_nostalgia,"['melancholy', 'melancholia', 'melancolia', 'nostalgia', 'and', 'mágoa', 'infelicidade', 'confusão', '', '']","['• Melancholy and Nostalgia', '* Melancholy and nostalgia', 'Nostalgia and Melancholy']"
229,31,229_desejo_paixão_14_longing,"['desejo', 'paixão', '14', 'longing', 'desejos', '', '', '', '', '']","['* Paixão e desejo', '• Paixão e desejo', '* Paixão e desejo']"
230,31,230_dor_pain_dolor_incompreensão,"['dor', 'pain', 'dolor', 'incompreensão', 'suffering', 'heartache', 'doença', 'agonia', 'and', 'confronto']","['Sofrimento e dor', 'Sofrimento e dor', 'Sofrimento e dor']"
231,31,231_auto_introspeção_introspecção_pessoalismo,"['auto', 'introspeção', 'introspecção', 'pessoalismo', 'pessoalidade', 'perguntação', 'reflexão', 'autoquestionamento', 'autodescoberta', 'descoberta']","['• Auto-reflexão e introspecção', '• Auto-reflexão e introspecção', '• Auto-reflexão e introspecção']"
232,31,232_nostalgia_sofrimento_alguém_lembranças,"['nostalgia', 'sofrimento', 'alguém', 'lembranças', 'sentimentos', 'passado', 'do', 'de', 'por', '']","['• Sofrimento e nostalgia', 'Sofrimento e nostalgia', '• Sofrimento e nostalgia']"
233,31,233_introspecção_autoconhecimento_autodescrição_autoimagem,"['introspecção', 'autoconhecimento', 'autodescrição', 'autoimagem', '', '', '', '', '', '']","['• Autoconhecimento e introspecção', '• A introspecção e o autoconhecimento', '3. Autoconhecimento e introspecção']"
234,31,234_religião_fé_crença_religioso,"['religião', 'fé', 'crença', 'religioso', 'cultura', 'preencher', 'questionamentos', 'culto', 'fatalismo', 'significado']","['Religião e Fé', '4. Fé e religião', '• Religião e fé']"
235,31,235_interior_interiores_interna_lutas,"['interior', 'interiores', 'interna', 'lutas', 'internas', 'luta', 'vazio', 'quarto', 'invasão', 'iluminação']","['• Luta interior', '• Luta interior', 'Luta interior']"
236,31,236_identidade_erosão_confinamento_perda,"['identidade', 'erosão', 'confinamento', 'perda', 'perdida', 'de', 'desamor', 'mudanças', 'confusão', '']","['5. Perda de identidade', '• Perda de identidade', '• Perda de Identidade']"
237,30,237_topics_are_here_the,"['topics', 'are', 'here', 'the', '', '', '', '', '', '']","['Here are the 5 topics:', 'Here are the 5 topics:', 'Here are the 5 topics:']"
238,30,238_tristeza_amargura_heartache_mágoa,"['tristeza', 'amargura', 'heartache', 'mágoa', 'longing', 'desgosto', 'and', 'sofrimento', 'dor', 'por']","['• Sofrimento e tristeza', 'Sofrimento e tristeza', 'Tristeza e sofrimento']"
239,30,239_pensamentos_introspectivos_pensamento_confusos,"['pensamentos', 'introspectivos', 'pensamento', 'confusos', 'introspectivo', 'sombrios', 'profundos', 'crítico', 'sentimentos', 'ação']","['Pensamentos introspectivos', 'Pensamentos introspectivos', 'Pensamentos introspectivos e sentimentos']"
240,30,240_aquí_assuntos_descrevem_abordados,"['aquí', 'assuntos', 'descrevem', 'abordados', 'tópicos', 'estão', 'que', 'os', '', '']","['Aquí estão 5 tópicos que descrevem os assuntos abordados:', 'Aquí estão 5 tópicos que descrevem os assuntos abordados:', 'Aquí estão 5 tópicos que descrevem os assuntos abordados:']"
241,30,241_impossível_platônico_inconstante_ou,"['impossível', 'platônico', 'inconstante', 'ou', 'realizado', 'traído', 'impossíveis', 'partido', 'realizados', 'amores']","['• Amor impossível', 'Amor impossível', 'Amor impossível']"
242,30,242_ressentimento_ódio_despeito_indignação,"['ressentimento', 'ódio', 'despeito', 'indignação', 'desprezo', 'mágoa', 'babaca', 'fúria', 'odeio', 'perseguição']","['• Despeito e ressentimento', '• Despeito e ressentimento', '• Ressentimento e ódio']"
243,30,243_bebida_festa_bebidas_drinking,"['bebida', 'festa', 'bebidas', 'drinking', 'party', 'beber', 'and', 'vontade', 'de', '']","['Bebida e festa', 'Bebida e festa', 'Bebida e festa']"
244,30,244_lamento_nostalgia_perda_despedida,"['lamento', 'nostalgia', 'perda', 'despedida', 'desapego', '', '', '', '', '']","['• Perda e nostalgia', '• Perda e nostalgia', '* Perda e nostalgia']"
245,30,245_doce_ternura_saudeade_afetividade,"['doce', 'ternura', 'saudeade', 'afetividade', 'amargo', 'eros', 'apego', 'amarga', 'partido', 'sorte']","['Amor doce e amarga', 'Amor doce e amargo', 'Amor doce e loucura']"
246,30,246_dúvida_incerteza_dúvidas_incertezas,"['dúvida', 'incerteza', 'dúvidas', 'incertezas', 'desânimo', 'esperança', 'pensamentos', 'desespero', 'sofrimento', '']","['Dúvida e incerteza', 'Dúvida e incerteza', 'Dúvida e incerteza']"
247,30,247_dificuldades_transtornos_relacionamento_de,"['dificuldades', 'transtornos', 'relacionamento', 'de', 'relacionamentos', '', '', '', '', '']","['Dificuldades de relacionamento', 'Dificuldades de relacionamento', 'Dificuldades de relacionamento']"
248,30,248_passadas_presente_passado_experiências,"['passadas', 'presente', 'passado', 'experiências', 'sobre', 'reflexões', 'anterior', 'repercussões', 'aprendizado', 'refletir']","['• Aprendizado com experiências passadas', '• Aprendizado com experiências passadas', '• Aprendizado com experiências passadas']"
249,30,249_longevidade_longeio_longeamento_longedém,"['longevidade', 'longeio', 'longeamento', 'longedém', 'longedecência', 'longedecências', 'longedémor', 'longinqua', 'longedecimento', 'longedência']","['Saudade e longevidade', 'Saudade e longevidade', 'Saudade e longevidade']"
250,30,250_melancolia_melancholia_preguiça_saudade,"['melancolia', 'melancholia', 'preguiça', 'saudade', 'infelicidade', '', '', '', '', '']","['• Melancolia e saudade', '• Melancolia e saudade', '• Melancolia e saudade']"
251,30,251_sinto_eu_sente_senti,"['sinto', 'eu', 'sente', 'senti', 'aquilo', 'sentiu', 'gente', 'sentir', 'faz', 'se']","['Aquilo que eu sinto', 'Aquilo que eu sinto', 'Aquilo que eu sinto é:']"
252,29,252_aguda_fechamento_contas_perto,"['aguda', 'fechamento', 'contas', 'perto', 'longeza', 'física', 'sombreamento', 'melancholy', 'azar', 'humildade']","['3. Beleza física', '5. Despedida aguda', '13. Fechamento de contas']"
253,29,253_esquecimento_esquecer_dissociação_desforço,"['esquecimento', 'esquecer', 'dissociação', 'desforço', 'superação', 'perder', 'fuga', 'perda', 'vingança', 'mudanças']","['Esquecimento e perda', '• Perda e esquecimento', '• Perda e esquecimento']"
254,29,254_passageiro_desconforto_saudade_alívio,"['passageiro', 'desconforto', 'saudade', 'alívio', 'doença', 'agonia', 'perdido', 'fúria', 'pelo', 'sofrimento']","['Desconforto e saudade', '• Fúria e agonia pelo tempo perdido', 'Sofrimento e alívio passageiro']"
255,29,255_mentira_traição_traições_mentiras,"['mentira', 'traição', 'traições', 'mentiras', 'falsidade', 'enganação', 'falsas', 'corrupção', 'mentirosa', 'enganos']","['• Mentira e traição', 'Mentira e traição', 'Traição e mentira']"
256,29,256_infidelidade_revelada_segredo_mentira,"['infidelidade', 'revelada', 'segredo', 'mentira', '', '', '', '', '', '']","['Infidelidade', 'Infidelidade', 'Infidelidade']"
257,29,257_sofrimentos_dia_tratamentos_penas,"['sofrimentos', 'dia', 'tratamentos', 'penas', 'muito', 'moralização', 'condição', 'complicação', 'suffering', 'descrença']","['Penas e sofrimentos do dia a dia', 'Penas e sofrimentos', 'Penas e sofrimentos']"
258,29,258_perigo_ameaçando_arriscar_ameaças,"['perigo', 'ameaçando', 'arriscar', 'ameaças', 'liberdade', 'ameaça', 'perdida', 'perder', 'risco', 'perda']","['Liberdade e perigo', '• Liberdade e perigo', '* Liberdade e perigo']"
259,29,259_celebração_celebrações_comemoração_celebridade,"['celebração', 'celebrações', 'comemoração', 'celebridade', 'euforia', 'festa', 'festas', 'festejo', 'festejos', 'celebrar']","['* Festa e celebração', 'Festa e celebração', '• Festa e celebração']"
260,29,260_alegria_liberação_liberdade_prazer,"['alegria', 'liberação', 'liberdade', 'prazer', '', '', '', '', '', '']","['• Alegria e liberdade', '4. Alegria e Liberdade', '• Alegria e liberdade']"
261,29,261_romance_amargo_doce_sufrição,"['romance', 'amargo', 'doce', 'sufrição', 'romantismo', 'sofrimento', '', '', '', '']","['Romance e Sofrimento', 'Romance e Sofrimento', 'Romance e sofrimento']"
262,29,262_mortalidade_morte_imortalidade_passageira,"['mortalidade', 'morte', 'imortalidade', 'passageira', 'death', 'finalidade', 'salvation', 'eternidade', 'transcendência', 'morrer']","['Vida e Mortalidade', '• Vida e Mortalidade', '* Morte e mortalidade']"
263,29,263_amizade_relacionamento_falar_amorosa,"['amizade', 'relacionamento', 'falar', 'amorosa', 'confusão', 'de', 'amor', '', '', '']","['• Amizade e relacionamento', '• Amizade e relacionamento', '• Amizade e relacionamento']"
264,29,264_possessividade_possessivo_possessivismo_obsessivo,"['possessividade', 'possessivo', 'possessivismo', 'obsessivo', 'controlador', 'ciumento', 'platônico', 'verdadeiro', 'longing', 'ciúmes']","['• Amor e possessividade', 'Amor e possessividade', '2. Amor e possessividade']"
265,28,265_longedança_desejo_luxúria_desejos,"['longedança', 'desejo', 'luxúria', 'desejos', 'entre', 'razão', 'vontade', 'realidade', 'intimidade', 'conflito']","['Vontade e desejo', '• Saudade e longedança', 'Saudade e longedança']"
266,28,266_compromisso_fidelidade_compromissos_afetiva,"['compromisso', 'fidelidade', 'compromissos', 'afetiva', 'relacionamento', 'conexão', 'relação', 'relacionamentos', 'desejo', 'busca']","['• Relacionamento e compromisso', '• Relacionamento e compromisso', '• Relacionamento e compromisso']"
267,28,267_relações_relacionamentos_amor_,"['relações', 'relacionamentos', 'amor', '', '', '', '', '', '', '']","['• Amor e relações', '• Amor e relações', '• Amor e relações']"
268,28,268_incondicional_eterno_amar_imutável,"['incondicional', 'eterno', 'amar', 'imutável', 'infinito', 'diante', 'finitude', 'mistérios', 'pureza', 'viver']","['Amor incondicional', '• Amor incondicional', 'Vontade de viver e amor incondicional']"
269,28,269_melancolia_saudade_sombreamento_saudades,"['melancolia', 'saudade', 'sombreamento', 'saudades', 'desamor', 'luto', 'desejo', 'tristeza', 'desânimo', '']","['Saudade e melancolia', 'Saudade e melancolia', 'Saudade e melancolia']"
270,28,270_desencanto_decepções_desapontamento_cansancido,"['desencanto', 'decepções', 'desapontamento', 'cansancido', 'reciprocidade', 'decepção', 'desiludido', 'desapontamentos', 'acrídio', 'ressentimento']","['• Desencanto e desilusão', '2. Desencanto e desilusão', 'Desencanto e decepção']"
271,28,271_longeza_vícios_lazer_perfume,"['longeza', 'vícios', 'lazer', 'perfume', 'gastos', 'férias', 'impressão', 'despesas', 'aberto', 'comida']","['• Saudade e longeza', '• Saudade e longeza', '• Saudade e longeza']"
272,28,272_fogo_amoroso_paixão_amorosas,"['fogo', 'amoroso', 'paixão', 'amorosas', 'amorosos', 'amorosa', 'relação', 'relacionamento', 'relações', 'relacionamentos']","['* Fogo e paixão', '• Fogo e paixão', '• Fogo e paixão']"
273,28,273_autonomia_libertade_liberdade_individual,"['autonomia', 'libertade', 'liberdade', 'individual', '', '', '', '', '', '']","['• Liberdade e autonomia', '• Liberdade e autonomia', '• Liberdade e autonomia']"
274,28,274_solidão_desespero_na_,"['solidão', 'desespero', 'na', '', '', '', '', '', '', '']","['• Desespero e solidão', '• Desespero e solidão', '• Desespero e solidão']"
275,28,275_frustração_desilusão__,"['frustração', 'desilusão', '', '', '', '', '', '', '', '']","['Desilusão e frustração', 'Desilusão e frustração', 'Desilusão e frustração']"
276,27,276_lembranças_despedidas_lembrança_lembrar,"['lembranças', 'despedidas', 'lembrança', 'lembrar', 'regretos', 'desentendimentos', 'perder', 'recordações', 'despedida', 'perturbadoras']","['Despedidas e lembranças', 'Despedidas e lembranças', '• Despedidas e lembranças']"
277,27,277_desamor_platônico_infelicidade_desespero,"['desamor', 'platônico', 'infelicidade', 'desespero', 'confissões', 'pelo', 'amor', 'falta', 'busca', 'do']","['Amor e Desamor', 'Amor e Desamor', 'Amor e Desamor']"
278,27,278_voltar_mudanç_vozes_agradecer,"['voltar', 'mudanç', 'vozes', 'agradecer', 'reverter', 'vingar', 'voo', 'odeio', 'tesão', 'presença']","['Vontade de Voltar', 'Vontade de Voltar', 'Vontade de Voltar']"
279,27,279_possessividade_possessivismo_ciúmes_carisma,"['possessividade', 'possessivismo', 'ciúmes', 'carisma', 'possessiva', 'pertencimento', 'apegamento', 'obsessão', 'ciúme', 'tumultuada']","['Paixão e possessividade', '• Paixão e possessividade', '• Relacionamento e possessividade']"
280,27,280_justiça_julgamento_julgamentos_preconceito,"['justiça', 'julgamento', 'julgamentos', 'preconceito', 'provação', 'punição', 'preconceitos', 'roubos', 'investigação', 'pareceres']","['Vingança ou justiça', '5. Vingança e Justiça', '• Busca por justiça']"
281,27,281_luto_lamentação_perda_despedidas,"['luto', 'lamentação', 'perda', 'despedidas', 'despedida', 'rejeição', 'memórias', 'de', '', '']","['Perda e luto', '* Perda e luto', '• Perda e luto']"
282,27,282_tristeza_tristezas_desespero_suas,"['tristeza', 'tristezas', 'desespero', 'suas', 'cotidiana', 'vida', '', '', '', '']","['• Desespero e tristeza', 'Desespero e tristeza', '• Desespero e tristeza']"
283,27,283_distância_aproximação_longas_distâncias,"['distância', 'aproximação', 'longas', 'distâncias', 'fronteiras', 'maldição', 'localização', 'limites', 'longeza', 'ausência']","['Relacionamento e distância', '• Saudade e distância', 'Perda e distância']"
284,27,284_cotidiana_cansancídio_cowboy_painel,"['cotidiana', 'cansancídio', 'cowboy', 'painel', 'noites', 'surpresas', 'rotina', 'vida', 'fala', 'experiências']","['Vida Cotidiana e Desespero', 'Vida Cotidiana', 'Vida Cotidiana']"
285,27,285_moralidade_moral_virtude_ético,"['moralidade', 'moral', 'virtude', 'ético', 'valores', 'moralização', 'julgamento', 'morais', 'tentações', 'questão']","['Moralidade e Responsabilidade', 'Moralidade e Responsabilidade', 'Moralidade e responsabilidade']"
286,27,286_prazer_felicidade_felizidade_diversão,"['prazer', 'felicidade', 'felizidade', 'diversão', 'liberdade', 'busca', 'satisfação', 'feliz', 'pela', 'pessoal']","['• Liberdade e busca de prazer', 'Busca por prazer e liberdade', '• Busca por prazer e liberdade']"
287,27,287_independência_independence_freedom_desapego,"['independência', 'independence', 'freedom', 'desapego', 'financeira', 'luta', 'confronto', 'liberdade', 'and', 'pela']","['Independência', '• Independência', 'Independência']"
288,27,288_descontentamento_cotidiana_problemas_seus,"['descontentamento', 'cotidiana', 'problemas', 'seus', 'diária', 'cotidianos', 'quotidiana', 'suas', 'com', 'vida']","['Vida cotidiana e problemas', 'Vida cotidiana e problemas', 'Vida cotidiana e problemas']"
289,27,289_crise_emocional_emotional_turmoil,"['crise', 'emocional', 'emotional', 'turmoil', 'emocionais', 'struggle', 'batalha', 'conflito', 'confronto', 'internos']","['• Desespero e crise emocional', '• Crise emocional e sofrimento', '• Crise emocional']"
290,27,290_escapar_fugir_ou_fugaz,"['escapar', 'fugir', 'ou', 'fugaz', 'consumir', 'jogar', 'desconectar', 'eventos', 'partir', 'mudar']","['* Vontade de escapar ou fugir', '2. Vontade de escapar ou fugir', '• Vontade de fugir ou escapar']"
291,27,291_desespero_desesperança__,"['desespero', 'desesperança', '', '', '', '', '', '', '', '']","['Desespero', 'Desespero', 'Desespero']"
292,27,292_desolamento_desespero_desilusão_desesperança,"['desolamento', 'desespero', 'desilusão', 'desesperança', 'indiferença', 'indecisão', '', '', '', '']","['Desespero e Desilusão', 'Desespero e Desilusão', 'Desespero e Desolamento']"
293,27,293_consciência_hipnose_hipnotismo_introspection,"['consciência', 'hipnose', 'hipnotismo', 'introspection', 'melancólica', 'vibrar', 'introspecção', 'melancolia', 'melancholy', 'sedução']","['• Reflexão e Consciência', 'Consciência e Reflexão', 'Consciência e introspecção']"
294,27,294_reconciliação_briga_reencontro_reconciliar,"['reconciliação', 'briga', 'reencontro', 'reconciliar', 'revivescimento', 'deseção', 'reconciliações', 'reunificação', 'tentativa', 'reunião']","['• Desejo de reconciliação', '• Despedida e reconciliação', 'Reconciliação']"
295,26,295_otimismo_esperança_positividade_,"['otimismo', 'esperança', 'positividade', '', '', '', '', '', '', '']","['• Esperança e otimismo', '• Esperança e otimismo', 'Esperança e otimismo']"
296,26,296_recordações_memórias_aniversários_revivescência,"['recordações', 'memórias', 'aniversários', 'revivescência', 'memories', 'nostalgia', 'lembranças', 'and', '', '']","['• Recordações e nostalgia', '• Recordações e nostalgia', '• Recordações e nostalgia']"
297,26,297_suggestions_topic_are_here,"['suggestions', 'topic', 'are', 'here', 'the', '', '', '', '', '']","['Here are 5 topic suggestions:', 'Here are 5 topic suggestions:', 'Here are 5 topic suggestions:']"
298,26,298_celebração_alegria_celebrar_momento,"['celebração', 'alegria', 'celebrar', 'momento', 'festa', 'felicidade', 'da', 'vida', 'do', 'de']","['• Alegria e celebração', '* Alegria e celebração', '• Alegria e celebração']"
299,26,299_ao_ameaça_ameaças_riscos,"['ao', 'ameaça', 'ameaças', 'riscos', 'ameaçados', 'ameaçado', 'ameaçadora', 'ameaçada', 'risco', 'estado']","['• Ameaça ao relacionamento', '* Ameaça ao relacionamento', '• Ameaça ao relacionamento']"
300,26,300_desespero_sofrimento__,"['desespero', 'sofrimento', '', '', '', '', '', '', '', '']","['Sofrimento e desespero', 'Sofrimento e desespero', 'Sofrimento e desespero']"
301,26,301_lembranças_memória_reminiscência_reconstrução,"['lembranças', 'memória', 'reminiscência', 'reconstrução', 'nostalgia', 'recordação', 'reencontro', 'recordações', 'lembrança', 'memórias']","['Nostalgia e lembranças', 'Nostalgia e lembranças', 'Lembranças e Nostalgia']"
302,26,302_desenvolvimento_desenvolvimentos_uma_construção,"['desenvolvimento', 'desenvolvimentos', 'uma', 'construção', 'relações', 'relação', 'um', 'de', 'relacionamento', 'relacionamentos']","['3. Desenvolvimento de relacionamento', '• Desenvolvimento de relacionamento', 'Desenvolvimento de relacionamento']"
303,26,303_mágoa_amargura_amarga_rancor,"['mágoa', 'amargura', 'amarga', 'rancor', 'briga', 'desilusão', 'agressividade', 'ressentimento', 'despedida', 'tristeza']","['• Desilusão e mágoa', '• Desilusão e mágoa', '• Desilusão e mágoa']"
304,26,304_despedida_perda_lamento_,"['despedida', 'perda', 'lamento', '', '', '', '', '', '', '']","['• Perda e despedida', '• Perda e despedida', '• Perda e despedida']"
305,26,305_dor_lidar_contra_acréscimo,"['dor', 'lidar', 'contra', 'acréscimo', 'buscar', 'correria', 'lutando', 'meio', 'resistência', 'dificuldade']","['Luta contra a dor', '• Luta contra a dor', 'Luta contra a dor']"
306,26,306_separação_separações_despedidas_partilha,"['separação', 'separações', 'despedidas', 'partilha', 'despedida', 'separacións', '', '', '', '']","['• Despedida e separação', '• Despedida e separação', '3. Despedida e separação']"
307,26,307_raiva_fúria_ressentimento_despeito,"['raiva', 'fúria', 'ressentimento', 'despeito', 'ressaca', 'agressão', 'vingança', 'morte', 'desilusão', 'sofrimento']","['• Desilusão e raiva', 'Sofrimento por amor e raiva', '* Sofrimento e raiva']"
308,26,308_divertir_relaxar_se_dançar,"['divertir', 'relaxar', 'se', 'dançar', 'divertidas', 'ocio', 'viver', 'semana', 'ocorrências', 'cotidianas']","['Vontade de se divertir', 'Vontade de se divertir', 'Vontade de se divertir']"
309,26,309_proteger_proteção_alguém_cuidado,"['proteger', 'proteção', 'alguém', 'cuidado', 'vingar', 'amar', 'outros', 'amada', 'defesa', 'pessoa']","['Vontade de Proteger alguém', '• Vontade de proteger alguém', 'Vontade de proteger alguém']"
310,26,310_rupturas_futuro_ruptura_divórcio,"['rupturas', 'futuro', 'ruptura', 'divórcio', 'complicadas', 'fichação', 'falhos', 'sobre', 'reflexões', 'relacionamentos']","['• Relacionamentos e rupturas', '• Relacionamentos e rupturas', '• Relacionamentos e rupturas']"
