Topic,Count,Name,Representation,Representative_Docs
118,50,118_recordações_memórias_lembranças_reminiscências,"['recordações', 'memórias', 'lembranças', 'reminiscências', 'fotos', 'autobiografia', 'passageiras', 'lembrança', 'especiais', 'histórias']","['memórias e recordações', 'memórias e recordações', 'memórias e recordações']"
119,49,119_ruptura_interesse_despeito_abandono,"['ruptura', 'interesse', 'despeito', 'abandono', 'desinteresse', 'desilusão', 'profissional', 'compensação', 'financeira', 'encanto']","['desilusão e ruptura', 'desilusão e ruptura', 'desilusão e ruptura']"
120,49,120_romance_doce_stars_amargurado,"['romance', 'doce', 'stars', 'amargurado', 'letters', 'to', 'reunião', 'amargo', 'the', 'jogo']","['romance e amor', 'amor e romance', 'romance e amor']"
121,49,121_despedida_perda__,"['despedida', 'perda', '', '', '', '', '', '', '', '']","['perda e despedida', 'perda e despedida', 'perda e despedida']"
122,48,122_amizade_companhia_parceria_relacionamento,"['amizade', 'companhia', 'parceria', 'relacionamento', 'camaradagem', 'mútua', 'encontro', 'convivência', 'laços', 'necessidade']","['amizade e relacionamento', 'amizade e relacionamento', 'amizade e relacionamento']"
123,48,123_amores_perderam_perdido_linguagem,"['amores', 'perderam', 'perdido', 'linguagem', 'perdidos', 'pedaços', 'perda', 'perder', 'oportunidades', 'amorosas']","['perda de amores', 'perda de amores', 'perda de amores']"
124,48,124_possessividade_possessivismo_possessivo_obsessivo,"['possessividade', 'possessivismo', 'possessivo', 'obsessivo', 'ciumento', 'controlador', 'possessiva', 'pertencimento', 'apegamento', 'obsessão']","['amor e possessividade', 'amor e possessividade', 'amor e possessividade']"
125,48,125_pessimismo_desesperança_desilusão_futilidade,"['pessimismo', 'desesperança', 'desilusão', 'futilidade', 'desespero', 'miséria', 'descrença', 'melancolia', 'tristeza', 'desânimo']","['desilusão e pessimismo', 'desilusão e pessimismo', 'desilusão e pessimismo']"
126,48,126_decisões_escolha_escolhas_difíceis,"['decisões', 'escolha', 'escolhas', 'difíceis', 'decisão', 'importantes', 'tomar', 'precipitadas', 'pelas', 'opção']","['decisões difíceis', 'decisões difíceis', 'escolhas e decisões']"
127,47,127_prazer_satisfação_pleasure_desire,"['prazer', 'satisfação', 'pleasure', 'desire', 'prazeres', 'satisfações', 'sensual', 'pelo', 'momentâneo', 'and']","['satisfação e prazer', 'satisfação e prazer', 'satisfação e prazer']"
128,47,128_perdição_azar_vagabundagem_desamor,"['perdição', 'azar', 'vagabundagem', 'desamor', 'contrariedade', 'impermanência', 'confliito', 'aquino', 'quarto', 'vilão']","['perdição', 'perdição', 'perdição']"
129,47,129_infelicidade_corresponder_esperado_desilusão,"['infelicidade', 'corresponder', 'esperado', 'desilusão', 'sentir', 'razões', 'mal', 'insatisfação', 'sofrimento', 'ao']","['infelicidade e sofrimento', 'infelicidade e sofrimento', 'infelicidade e sofrimento']"
130,47,130_segredo_confidencialidade_privacidade_segredos,"['segredo', 'confidencialidade', 'privacidade', 'segredos', 'verdade', 'compartilhamento', 'sigilo', 'secreta', 'revelação', 'secreto']","['confidencialidade e segredo', 'confidencialidade e segredo', 'confidencialidade e segredo']"
131,46,131_rejeição_fear_rejeito_tristeza,"['rejeição', 'fear', 'rejeito', 'tristeza', 'dor', 'commitment', 'pesar', 'of', 'sobrevida', 'medo']","['rejeição e sofrimento', 'rejeição e sofrimento', 'rejeição e sofrimento']"
132,46,132_infidelidade_revelada_adultério_segredo,"['infidelidade', 'revelada', 'adultério', 'segredo', 'reconhecimento', 'da', '', '', '', '']","['infidelidade', 'infidelidade', 'infidelidade']"
133,45,133_resignação_renúncia_parar_desistência,"['resignação', 'renúncia', 'parar', 'desistência', 'ajustamento', 'velhice', 'conformismo', 'conformidade', 'mortalidade', 'paciência']","['desilusão e resignação', 'desilusão e resignação', 'desilusão e resignação']"
134,45,134_desacordo_conflito_discussão_discordo,"['desacordo', 'conflito', 'discussão', 'discordo', 'disputa', 'discórdia', 'desacordos', 'confliktos', 'discordância', 'confronto']","['desacordo e conflito', 'conflito e desacordo', 'desacordo e conflito']"
135,45,135_conforto_confort_relaxamento_tranquilidade,"['conforto', 'confort', 'relaxamento', 'tranquilidade', 'alívio', 'sossego', 'zona', 'calma', 'consolo', 'sair']","['sair da zona de confort', 'busca por alívio e conforto', 'busca de alívio e conforto']"
136,45,136_fugir_fuga_afastar_chegada,"['fugir', 'fuga', 'afastar', 'chegada', 'consumir', 'livrar', 'fugaz', 'correndo', 'desforrar', 'vontade']","['vontade de fugir', 'vontade de fugir', 'vontade de fugir']"
137,45,137_rotina_cotidiana_saúde_quotidiana,"['rotina', 'cotidiana', 'saúde', 'quotidiana', 'routine', 'everyday', 'mental', 'emoções', 'cores', 'lembranças']","['vida cotidiana e rotina', 'vida cotidiana e rotina', 'vida cotidiana e rotina']"
138,45,138_dúvida_incerteza__,"['dúvida', 'incerteza', '', '', '', '', '', '', '', '']","['dúvida e incerteza', 'dúvida e incerteza', 'dúvida e incerteza']"
139,44,139_amoroso_infelicidade_insensibilidade_desespero,"['amoroso', 'infelicidade', 'insensibilidade', 'desespero', 'platônico', 'amores', 'afeto', 'frustrado', 'confissões', 'amorosa']","['desespero amoroso', 'desespero amoroso', 'desespero amoroso']"
140,44,140_melancolia_melancholia_sombrios_introspection,"['melancolia', 'melancholia', 'sombrios', 'introspection', 'melancólica', 'evasão', 'sementes', 'introspectivos', 'introspecção', 'sombreamento']","['melancolia', 'melancolia', 'melancholia e introspecção']"
141,44,141_desenvolvimento_pessoal_personal_desenvolvimentos,"['desenvolvimento', 'pessoal', 'personal', 'desenvolvimentos', 'personalizado', 'persoal', 'pessoais', 'evolução', 'superação', 'mudanças']","['desenvolvimento pessoal', 'desenvolvimento pessoal', 'desenvolvimento pessoal']"
142,44,142_ansiedade_impaciência_preocupação_cabeça,"['ansiedade', 'impaciência', 'preocupação', 'cabeça', 'apreensão', 'insônia', 'inquietação', 'ansiedades', 'estresse', 'instabilidade']","['sofrimento e ansiedade', 'sofrimento e ansiedade', 'ansiedade e sofrimento']"
143,44,143_felicidade_bem_satisfação_estar,"['felicidade', 'bem', 'satisfação', 'estar', 'contentamento', 'harmonia', 'pavor', 'saudeza', 'repercussão', 'completude']","['bem-estar e felicidade', 'bem-estar e felicidade', 'bem-estar e felicidade']"
144,43,144_tumultuado_tumultuoso_tumultuosa_tumultuadas,"['tumultuado', 'tumultuoso', 'tumultuosa', 'tumultuadas', 'causa', 'mediocras', 'desgastantes', 'turbado', 'trágico', 'relações']","['relacionamento tumultuado', 'relacionamento tumultuado', 'relacionamento tumultuado']"
145,42,145_sonho_sonhos_fantasias_ilusões,"['sonho', 'sonhos', 'fantasias', 'ilusões', 'desencontro', 'realidade', 'imaginação', 'pesadelos', 'sonhadora', 'sonhar']","['sonho e realidade', 'sonho e desilusão', 'perda de sonho']"
146,42,146_falta_aquilo_que_você,"['falta', 'aquilo', 'que', 'você', 'falha', 'em', '', '', '', '']","['aquilo que falta', 'aquilo que falta', 'aquilo que falta']"
147,42,147_nostalgia_perda_pérdida_perdida,"['nostalgia', 'perda', 'pérdida', 'perdida', 'pessoa', 'uma', 'por', '', '', '']","['perda e nostalgia', 'perda e nostalgia', 'perda e nostalgia']"
148,41,148_perturbação_perturbación_perturbações_emocional,"['perturbação', 'perturbación', 'perturbações', 'emocional', 'emocionais', 'perturbacão', 'agressão', 'perturbacao', '', '']","['perturbação emocional', 'perturbação emocional', 'perturbação emocional']"
149,41,149_problemática_suas_escolhas_complicada,"['problemática', 'suas', 'escolhas', 'complicada', 'problemáticas', 'relação', 'as', 'decisões', 'afetivas', 'relações']","['reflexão sobre a vida e suas escolhas', 'reflexão sobre a vida e suas escolhas', 'reflexão sobre a vida e suas escolhas']"
150,41,150_alegria_felizidade_felicidade_liberdade,"['alegria', 'felizidade', 'felicidade', 'liberdade', 'satisfação', 'feliz', 'busca', 'liberação', 'pela', 'pessoal']","['alegria e liberdade', 'alegria e liberdade', 'alegria e liberdade']"
151,41,151_dor_perda_dolor_ameaça,"['dor', 'perda', 'dolor', 'ameaça', 'conexão', 'separação', 'sentimentos', 'de', '', '']","['dor e perda', 'perda e dor', 'perda e dor']"
152,40,152_pela_sede_liberdade_busca,"['pela', 'sede', 'liberdade', 'busca', 'autorização', 'livre', 'fome', 'desejo', 'ser', 'entrega']","['a busca pela liberdade', 'busca pela liberdade', 'busca pela liberdade']"
153,40,153_desejo_desapontamento_chance_vontade,"['desejo', 'desapontamento', 'chance', 'vontade', 'desejos', 'decepção', 'esperança', '', '', '']","['vontade e desejo', 'vontade e desejo', 'vontade e desejo']"
154,40,154_melancolia_perda__,"['melancolia', 'perda', '', '', '', '', '', '', '', '']","['perda e melancolia', 'perda e melancolia', 'perda e melancolia']"
155,40,155_amoroso_relacionamento__,"['amoroso', 'relacionamento', '', '', '', '', '', '', '', '']","['relacionamento amoroso', 'relacionamento amoroso', 'relacionamento amoroso']"
156,39,156_amizade_animal_fiel_amigo,"['amizade', 'animal', 'fiel', 'amigo', 'procura', 'um', 'de', '', '', '']","['amizade', 'amizade', 'amizade']"
157,39,157_religião_fé_religioso_crença,"['religião', 'fé', 'religioso', 'crença', 'cultura', 'questionamentos', 'devocionismo', 'devocionaria', 'culto', 'devotamento']","['fé e religião', 'fé e religião', 'fé e religião']"
158,39,158_dificuldades_relacionamento_de_,"['dificuldades', 'relacionamento', 'de', '', '', '', '', '', '', '']","['dificuldades de relacionamento', 'dificuldades de relacionamento', 'dificuldades de relacionamento']"
159,39,159_crescimento_aprendizado_mudanças_produtividade,"['crescimento', 'aprendizado', 'mudanças', 'produtividade', 'crecimento', 'criação', 'imaturidade', 'perspectiva', 'amadurecimento', 'melhoria']","['reflexão e crescimento', 'crescimento e reflexão', 'reflexão e crescimento']"
160,39,160_celebração_celebrar_alegria_divertir,"['celebração', 'celebrar', 'alegria', 'divertir', 'brincar', 'euforia', 'festejar', 'festividade', 'divertimento', 'momento']","['celebração e alegria', 'alegria e celebração', 'alegria e celebração']"
161,39,161_esquecer_lembrar_me_fez,"['esquecer', 'lembrar', 'me', 'fez', 'gostei', 'lembrado', 'se', 'faz', 'esqueceu', 'ouvir']","['vontade de esquecer', 'vontade de esquecer', 'vontade de esquecer']"
162,39,162_desesperança_desespero_saudade_infelicidade,"['desesperança', 'desespero', 'saudade', 'infelicidade', '', '', '', '', '', '']","['desespero e saudade', 'desespero e saudade', 'desespero e saudade']"
163,39,163_morte_falecimento_perda_pressão,"['morte', 'falecimento', 'perda', 'pressão', 'familiar', 'ou', 'mudanças', 'vida', '', '']","['morte e perda', 'morte e perda', 'morte e perda']"
164,39,164_amizade_amizades_cumplicidade_fandom,"['amizade', 'amizades', 'cumplicidade', 'fandom', 'deserção', 'conflitantes', 'dilemas', 'desconexão', 'amigos', 'afastamento']","['amizade e saudade', 'sofrimento por amizade', 'amizade e sofrimento']"
165,39,165_confiança_amizade_perdidas_relação,"['confiança', 'amizade', 'perdidas', 'relação', 'de', '', '', '', '', '']","['amizade e confiança', 'amizade e confiança', 'amizade e confiança']"
166,39,166_conhecimento_profundo_familiaridade_descoberta,"['conhecimento', 'profundo', 'familiaridade', 'descoberta', 'intimidade', 'compreensão', 'sabedoria', 'conhecendo', 'partilhar', 'descobertas']","['vontade de conhecimento', 'vontade de conhecimento', 'conhecimento']"
167,38,167_tempo_passagem_efeitos_perdido,"['tempo', 'passagem', 'efeitos', 'perdido', 'existência', 'passo', 'cíclico', 'passando', 'temporização', 'inclemente']","['reflexão sobre o tempo', 'reflexão sobre o tempo', 'tempo e saudade']"
168,38,168_resistência_determinação_superação_ao,"['resistência', 'determinação', 'superação', 'ao', 'inevitável', 'adversidade', 'resistir', 'refluxo', 'luta', 'desafio']","['luta e resistência', 'resistência e luta', 'vontade e resistência']"
169,38,169_românticas_um_memórias_filme,"['românticas', 'um', 'memórias', 'filme', 'dorosas', 'intima', 'perdido', 'histórias', 'terminado', 'lembrança']","['memórias românticas', 'memórias românticas', 'memórias românticas']"
170,38,170_crescimento_autoconhecimento_autodescoberta_auto,"['crescimento', 'autoconhecimento', 'autodescoberta', 'auto', 'madureza', 'autoaceitação', 'percepção', 'pessoal', 'maturidade', 'autoafirmação']","['autoconhecimento e crescimento', 'autoconhecimento e crescimento', 'autoconhecimento e crescimento']"
171,38,171_desespero_desilusão_decepção_,"['desespero', 'desilusão', 'decepção', '', '', '', '', '', '', '']","['desespero e desilusão', 'desespero e desilusão', 'desespero e desilusão']"
172,38,172_traição_traido_decepção_desilusão,"['traição', 'traido', 'decepção', 'desilusão', '', '', '', '', '', '']","['desilusão e traição', 'desilusão e traição', 'desilusão e traição']"
173,37,173_raiva_fúria_ira_ressentimento,"['raiva', 'fúria', 'ira', 'ressentimento', 'frustração', 'desgosto', 'agressão', 'agressividade', 'rejeição', 'familiar']","['frustração e raiva', 'frustração e raiva', 'frustração e raiva']"
174,37,174_compartilhadas_partilhadas_passageiro_perseguição,"['compartilhadas', 'partilhadas', 'passageiro', 'perseguição', 'descrição', 'saudade', 'memórias', 'alívio', 'distância', 'sofrimento']","['memórias compartilhadas', 'memórias compartilhadas', 'memórias compartilhadas']"
175,37,175_interior_crise_desastre_crisis,"['interior', 'crise', 'desastre', 'crisis', 'interiores', 'luta', 'fracasso', 'catástrofe', 'pessoais', 'recuperação']","['luta interior', 'luta interior', 'luta interior']"
176,37,176_esquecimento_perdida_memória_perdidas,"['esquecimento', 'perdida', 'memória', 'perdidas', 'falta', 'despedidas', 'passagem', 'recordação', 'perda', 'de']","['perda de memória e esquecimento', 'perda de memória e esquecimento', 'perda de memória e esquecimento']"
177,37,177_beber_excesso_alcoolismo_álcool,"['beber', 'excesso', 'alcoolismo', 'álcool', 'divertir', 'diversão', 'vício', 'descontrole', 'alcool', 'bebiagem']","['vontade de se divertir e beber', 'vontade de beber e se divertir', 'vontade de beber e se divertir']"
178,37,178_maturidade_sexualidade_responsabilidade_sexuais,"['maturidade', 'sexualidade', 'responsabilidade', 'sexuais', 'adulta', 'geração', 'sexual', 'sexo', 'relações', 'liberdade']","['maturidade e responsabilidade', 'maturidade e responsabilidade', 'maturidade e responsabilidade']"
179,37,179_sou_isso_não_meu,"['sou', 'isso', 'não', 'meu', 'aquilo', 'que', 'foi', 'ninguém', 'eu', 'mais']","['aquilo que eu sou', 'aquilo que eu sou', 'aquilo que eu sou']"
180,37,180_íntima_relacionamentos_relacionamento_relação,"['íntima', 'relacionamentos', 'relacionamento', 'relação', '', '', '', '', '', '']","['relacionamentos', 'relacionamentos', 'relação íntima']"
181,37,181_dedicação_constante_longo_devotion,"['dedicação', 'constante', 'longo', 'devotion', 'salvação', 'devotamento', 'adoração', 'sacrifício', 'promessa', 'revelação']","['amor e dedicação', 'amor e dedicação', 'amor e dedicação']"
182,37,182_rupturas_ruptura_dissolução_fichação,"['rupturas', 'ruptura', 'dissolução', 'fichação', 'quebrados', 'complicadas', 'desfeito', 'relacionamento', 'separações', 'falhos']","['relacionamentos e rupturas', 'relacionamentos e rupturas', 'relacionamentos e rupturas']"
183,37,183_cultura_popular_entretenimento_cinema,"['cultura', 'popular', 'entretenimento', 'cinema', 'referências', 'filmes', 'tradição', 'cultural', 'cadente', 'atividades']","['cultura popular', 'cultura popular', 'cultura popular e entretenimento']"
184,37,184_um_uma_desgaste_acrônimo,"['um', 'uma', 'desgaste', 'acrônimo', 'ausente', 'funciona', 'vazamento', 'declínio', 'desfecho', 'está']","['perda de um relacionamento', 'perda de um relacionamento', 'perda de um relacionamento']"
185,37,185_correspondido_proibido_não_imperfeito,"['correspondido', 'proibido', 'não', 'imperfeito', 'imprevisível', 'esse', 'incompatível', 'insatisfeito', 'prova', 'vencer']","['amor não correspondido', 'amor não correspondido', 'amor não correspondido']"
186,36,186_autoconhecimento_discovery_self_up,"['autoconhecimento', 'discovery', 'self', 'up', 'growing', 'forçado', 'melhoria', 'descoberta', 'mesmo', 'si']","['autoconhecimento', 'autoconhecimento', 'autoconhecimento']"
187,36,187_dificuldade_manter_instável_estável,"['dificuldade', 'manter', 'instável', 'estável', 'frágil', 'em', 'relacionamento', 'fragilidade', 'lutas', 'tentativa']","['dificuldade de relacionamento', 'dificuldade de relacionamento', 'dificuldade de relacionamento']"
188,36,188_ansiedade_pânico_desespero_perigo,"['ansiedade', 'pânico', 'desespero', 'perigo', 'medo', '', '', '', '', '']","['desespero e ansiedade', 'desespero e ansiedade', 'desespero e ansiedade']"
189,36,189_infatuação_amorosos_amorosas_infatuation,"['infatuação', 'amorosos', 'amorosas', 'infatuation', 'amorosa', 'relação', 'relações', 'love', 'desenvolvimentos', 'valorização']","['infatuação e paixão', 'infatuação e paixão', 'infatuação amorosa']"
190,36,190_longing_love_esperanças_desejo,"['longing', 'love', 'esperanças', 'desejo', 'desejos', 'românticas', 'insatisfeito', 'unrequited', 'impossíveis', 'pedidos']","['desejos e esperanças românticas', 'love and longing', 'love and longing']"
191,36,191_preconceito_crítica_maldade_discriminação,"['preconceito', 'crítica', 'maldade', 'discriminação', 'julgamentos', 'julgamento', 'reclamação', 'outrem', 'manipulação', 'críticas']","['preconceito e discriminação', 'preconceito e julgamento', 'preconceito e julgamento']"
192,36,192_ciúmes_ciúme_desconfiança_desconfianças,"['ciúmes', 'ciúme', 'desconfiança', 'desconfianças', 'despeito', 'muito', 'eros', 'fofoca', 'pouca', 'acrimônia']","['sofrimento e ciúme', 'sofrimento e ciúmes', 'despeito e ciúme']"
193,36,193_sobrevivência_resiliência_adaptação_sobrevida,"['sobrevivência', 'resiliência', 'adaptação', 'sobrevida', 'situações', 'difíceis', 'hostil', 'resistência', 'meio', 'passar']","['sobrevivência', 'sobrevivência', 'sobrevivência']"
194,35,194_interno_internos_interiores_interna,"['interno', 'internos', 'interiores', 'interna', 'internas', 'conflitos', 'lutas', 'conflito', 'interior', 'externalizados']","['conflito interno', 'conflito interno', 'conflito interno']"
195,35,195_realidade_sombreamento_ajuste_despertar,"['realidade', 'sombreamento', 'ajuste', 'despertar', 'enxergo', 'fato', 'flagra', 'confronto', 'real', 'acomodação']","['sombreamento da realidade', 'sombreamento da realidade', 'sombreamento da realidade']"
196,35,196_rejeição_rejeitar_sombreament_insignificância,"['rejeição', 'rejeitar', 'sombreament', 'insignificância', 'frente', 'aproximar', 'social', 'desacreditamento', 'entendimento', 'dizer']","['confusão e rejeição', 'vontade e rejeição', 'vontade e rejeição']"
197,35,197_devoção_fé_adoração_religiosa,"['devoção', 'fé', 'adoração', 'religiosa', 'acreditar', 'crença', 'amplo', 'algo', 'deus', 'geração']","['devoção e fé', 'devoção e fé', 'devoção e fé']"
198,35,198_romântico_românticos_anônimo_romântica,"['romântico', 'românticos', 'anônimo', 'romântica', 'primeiro', 'jogada', 'romantismo', 'contato', 'ternura', 'aproximação']","['relacionamento romântico', 'relacionamento romântico', 'relacionamento romântico']"
199,35,199_incertezas_dúvidas_certeza_incerteza,"['incertezas', 'dúvidas', 'certeza', 'incerteza', 'perguntas', 'atraso', 'incertidumbres', 'incertidões', 'desconhecimento', 'atrapalhamento']","['dúvidas e incertezas', 'dúvidas e incertezas', 'incertezas e dúvidas']"
200,35,200_falha_comunicação_falta_péssima,"['falha', 'comunicação', 'falta', 'péssima', 'falhada', 'mal', 'entendidos', 'nenhuma', 'sucedida', 'pouca']","['comunicação falha', 'falha de comunicação', 'falha de comunicação']"
201,35,201_rejeições_memória_rejeição_regret,"['rejeições', 'memória', 'rejeição', 'regret', 'falhas', 'conflito', 'saudade', 'conflitos', 'memórias', '']","['saudade e memória', 'conflitos e rejeições', 'conflitos e rejeições']"
202,34,202_infidelidade_suspeita_desconfiança_decepção,"['infidelidade', 'suspeita', 'desconfiança', 'decepção', 'desilusão', 'ressentimento', 'arrependimento', 'confiança', 'perda', 'desespero']","['infidelidade e desilusão', 'infidelidade e desilusão', 'infidelidade e desilusão']"
203,34,203_insegurança_machucação_estranhamento_ansiedade,"['insegurança', 'machucação', 'estranhamento', 'ansiedade', 'nas', 'desconforto', 'desconfiança', 'preocupação', 'suspeita', 'desconhecimento']","['confusão e insegurança', 'insegurança e desespero', 'sofrimento por insegurança']"
204,34,204_desejo_necessidade_tesão_cares,"['desejo', 'necessidade', 'tesão', 'cares', 'recados', 'entre', 'desejos', 'medos', 'era', 'só']","['desejo e necessidade', 'desejo e necessidade', 'desejo']"
205,34,205_nostalgia_pena_sofrimento_alguém,"['nostalgia', 'pena', 'sofrimento', 'alguém', 'lembranças', 'sentimentos', 'tristeza', 'passado', 'do', 'por']","['sofrimento e nostalgia', 'sofrimento e nostalgia', 'sofrimento e nostalgia']"
206,34,206_futuro_incerto_preocupação_sobre,"['futuro', 'incerto', 'preocupação', 'sobre', 'incerteza', 'diante', 'ansiedades', 'perguntas', 'melhor', 'presente']","['reflexão sobre a vida e o futuro', 'reflexão sobre a vida e o futuro', 'reflexão sobre o futuro']"
207,34,207_lealdade_compromisso_fidelidade_amizade,"['lealdade', 'compromisso', 'fidelidade', 'amizade', 'comprometimento', 'admiração', 'perseverança', 'responsabilidade', '', '']","['amizade e lealdade', 'amizade e lealdade', 'amizade e lealdade']"
208,34,208_medo_vulnerabilidade_falar_ser,"['medo', 'vulnerabilidade', 'falar', 'ser', 'rejeitado', 'julgado', 'criticado', 'temor', 'coragem', 'perigo']","['desejo e medo', 'vontade e medo', 'vontade e medo']"
209,34,209_pensamentos_pensamento_confusos_introspectivos,"['pensamentos', 'pensamento', 'confusos', 'introspectivos', 'consciência', 'introspectivo', 'profundos', 'comparações', 'mentes', 'crítico']","['pensamentos confusos', 'pensamentos confusos', 'pensamentos confusos']"
210,34,210_abandono_superação_despeito_cura,"['abandono', 'superação', 'despeito', 'cura', 'esforço', 'ressaca', 'sufrição', 'recuperação', 'partida', 'entrega']","['sofrimento e abandono', 'sofrimento e abandono', 'sofrimento e abandono']"
211,34,211_fuga_carência_realidade_da,"['fuga', 'carência', 'realidade', 'da', 'regresso', 'solidão', 'solitude', 'dor', '', '']","['fuga da realidade', 'fuga da realidade', 'fuga da realidade']"
212,34,212_separação_despedida_ritual_despedidas,"['separação', 'despedida', 'ritual', 'despedidas', 'abandono', 'ou', 'de', '', '', '']","['despedida e separação', 'despedida e separação', 'despedida e separação']"
213,34,213_dependência_vício_afetiva_paixão,"['dependência', 'vício', 'afetiva', 'paixão', 'amoroso', 'relação', 'amor', 'amorosa', 'de', '']","['amor e dependência', 'amor e dependência', 'amor e dependência']"
214,34,214_humor_ironia_diversão_sarcasmo,"['humor', 'ironia', 'diversão', 'sarcasmo', 'alegria', 'ocio', 'risada', 'esporte', 'comédia', 'divertidas']","['humor e ironia', 'humor e ironia', 'humor e ironia']"
215,34,215_fogo_paixão_passionado_explosão,"['fogo', 'paixão', 'passionado', 'explosão', 'das', 'paixões', 'ação', 'amoroso', 'medo', 'do']","['fogo e paixão', 'fogo e paixão', 'fogo e paixão']"
216,34,216_agressividade_violência_agressão_perseguição,"['agressividade', 'violência', 'agressão', 'perseguição', 'conflicto', 'agitação', 'conflito', 'acrimônia', 'sós', 'confronto']","['violência e agressividade', 'violência e agressividade', 'agressividade e violência']"
217,34,217_acho_passa_aquilo_que,"['acho', 'passa', 'aquilo', 'que', 'está', 'acredito', 'dentro', 'eu', 'acontecendo', 'são']","['aquilo que eu acho', 'aquilo que eu acho', 'aquilo que eu acho']"
218,33,218_prazer_vivacidade_euforia_criatividade,"['prazer', 'vivacidade', 'euforia', 'criatividade', 'diversão', 'liberdade', 'liberação', 'inspiração', 'anseio', 'atração']","['prazer e liberdade', 'prazer e liberdade', 'prazer e liberdade']"
219,33,219_reflexões_sobre_apreciação_sua,"['reflexões', 'sobre', 'apreciação', 'sua', 'curvas', 'vida', 'universo', 'contraste', 'vidas', 'papel']","['reflexões sobre a vida', 'reflexões sobre a vida', 'reflexões sobre a vida']"
220,33,220_parentesco_herança_família_sangue,"['parentesco', 'herança', 'família', 'sangue', 'legado', 'laços', 'origem', 'grupo', 'heritage', 'patrimônio']","['família e parentesco', 'família e parentesco', 'família e parentesco']"
221,33,221_infância_família_pai_filia,"['infância', 'família', 'pai', 'filia', 'preocupado', 'family', 'criança', 'filhos', 'filho', 'dos']","['infância e família', 'família e infância', 'infância e família']"
222,33,222_autonomia_controle_busca_pela,"['autonomia', 'controle', 'busca', 'pela', 'liberdade', 'desespero', 'perda', 'desapontamento', 'de', 'falta']","['busca por liberdade e autonomia', 'busca por liberdade e autonomia', 'busca por liberdade e autonomia']"
223,33,223_verdade_pela_busca_confirmação,"['verdade', 'pela', 'busca', 'confirmação', 'verdades', 'introspeção', 'falar', 'orientação', 'existência', 'significado']","['a busca pela verdade', 'busca pela verdade', 'busca pela verdade']"
224,33,224_melancholy_melancholia_melancolia_sentimentalismo,"['melancholy', 'melancholia', 'melancolia', 'sentimentalismo', 'nostalgia', 'and', '', '', '', '']","['melancholy and nostalgia', 'melancholy and nostalgia', 'nostalgia and melancholy']"
225,33,225_romance_romances_bobo_desconfiado,"['romance', 'romances', 'bobo', 'desconfiado', 'novela', 'maluco', 'desperado', 'infeliz', 'infiel', 'complicado']","['romance', 'romance', 'romance']"
226,33,226_desordem_delírio_bagunça_confuso,"['desordem', 'delírio', 'bagunça', 'confuso', 'impasse', 'perturbado', 'perturbadoras', 'maluquice', 'errror', 'desamparo']","['confusão e desordem', 'confusão e desordem', 'confusão e desordem']"
227,33,227_infelicidade_desarmonia_insatisfações_anseios,"['infelicidade', 'desarmonia', 'insatisfações', 'anseios', 'desesperança', 'desencanto', 'euforia', 'insatisfação', 'decepção', 'desespero']","['infelicidade', 'infelicidade', 'infelicidade']"
228,33,228_frustrações_desejos_frustrados_desejo,"['frustrações', 'desejos', 'frustrados', 'desejo', 'frustração', 'frustration', 'intenso', 'desire', 'pessoais', 'sonho']","['desejos e frustrações', 'desejos e frustrações', 'desejos e frustrações']"
229,33,229_gratidão_alegria_satisfação_agradecer,"['gratidão', 'alegria', 'satisfação', 'agradecer', 'gratitude', 'exaltação', 'appreciation', 'inesperada', 'lazer', 'agradecimento']","['satisfação e gratidão', 'alegria e gratidão', 'alegria e gratidão']"
230,32,230_sinto_eu_sente_senti,"['sinto', 'eu', 'sente', 'senti', 'aquilo', 'que', 'faz', 'vibrar', 'sentiu', 'ouço']","['aquilo que eu sinto', 'aquilo que eu sinto é', 'aquilo que eu sinto']"
231,32,231_identidade_pertencimento_propósito_busca,"['identidade', 'pertencimento', 'propósito', 'busca', 'significado', 'adulto', 'jovem', 'direção', 'conexão', 'por']","['busca por identidade', 'busca por identidade', 'busca por identidade']"
232,32,232_cotidianas_cotidiana_problemas_seus,"['cotidianas', 'cotidiana', 'problemas', 'seus', 'dia', 'quotidiana', 'cotidiano', 'frustrations', 'challenges', 'diária']","['vida cotidiana e problemas', 'vida cotidiana e problemas', 'vida cotidiana e problemas']"
233,32,233_desejo_paixão_fome_desejada,"['desejo', 'paixão', 'fome', 'desejada', 'desire', 'passion', 'intensivo', 'and', 'desenvolvimento', 'de']","['desejo e paixão', 'desejo e paixão', 'desejo e paixão']"
234,32,234_comprometimento_compromisso_fidelidade_verdadeiro,"['comprometimento', 'compromisso', 'fidelidade', 'verdadeiro', 'fãs', 'lealdade', 'unidade', 'adoração', 'união', 'responsabilidade']","['amor e comprometimento', 'amor e comprometimento', 'amor e comprometimento']"
235,32,235_viagem_exploração_descoberta_movimento,"['viagem', 'exploração', 'descoberta', 'movimento', 'exploration', 'mobilidade', 'travel', 'localização', 'hábito', 'mudança']","['viagem e mudança', 'viagem e mudança', 'viagem e mudança']"
236,32,236_morte_mortalidade_imortalidade_death,"['morte', 'mortalidade', 'imortalidade', 'death', 'passageira', 'salvation', 'resgate', 'eternidade', 'life', 'vida']","['vida e morte', 'vida e morte', 'morte e mortalidade']"
